Source	Target	Weight
490	478	43.7599321252241
490	508	72.1992325769634
490	543	665.710796049897
492	406	608.335013698311
494	474	281.44931750367
494	498	183.310623803374
494	510	39.1040592182398
495	478	225.588923813231
498	494	183.310623803374
498	476	54.1373572770391
498	572	633.788395099054
502	465	137.48491402398
502	506	16.3260392200093
502	549	1806.1520285001
504	474	60.7487327935733
504	510	287.244826571438
504	528	210.098166101998
506	502	16.3260392200093
506	529	43.356970601897
508	490	72.1992325769634
510	504	287.244826571438
510	494	39.1040592182398
510	532	204.148157531918
513	450	571.650411006195
515	420	616.097004338651
515	526	69.771642351659
518	484	885.540283841493
518	520	53.9331576887824
518	538	168.493624997363
520	518	53.9331576887824
520	521	1124.42213210611
520	524	21.3993702885377
521	520	1124.42213210611
524	520	21.3993702885377
524	581	68.7606845353255
525	526	165.223465477545
525	619	1223.28326455786
526	525	165.223465477545
526	515	69.771642351659
528	504	210.098166101998
528	532	301.261445521888
528	556	199.851596823398
529	530	226.341069499186
529	506	43.356970601897
530	529	226.341069499186
530	542	291.343059862126
530	546	164.576701120686
532	528	301.261445521888
532	510	204.148157531918
532	560	493.289671325094
535	536	1147.23364310866
535	358	159.062854161217
536	535	1147.23364310866
538	518	168.493624997363
538	562	484.895927051283
538	587	490.834240620216
539	540	207.405761020754
540	539	207.405761020754
542	530	291.343059862126
543	490	665.710796049897
543	576	24.4751459970726
546	530	164.576701120686
546	548	406.051822779091
546	564	202.0424486351
548	546	406.051822779091
548	549	230.74319014731
548	564	269.930602166808
549	502	1806.1520285001
549	548	230.74319014731
549	554	348.042946056737
549	647	750.662515476753
554	549	348.042946056737
556	528	199.851596823398
558	364	1589.30976469185
558	579	22.8617716112142
560	532	493.289671325094
562	538	484.895927051283
562	568	97.6110731754588
562	590	240.51989687743
564	548	269.930602166808
564	546	202.0424486351
564	574	105.484352359314
564	592	636.137953393529
568	562	97.6110731754588
568	578	181.349813778147
568	586	176.750568664624
570	480	601.484864533108
570	755	753.099110319519
572	498	633.788395099054
572	598	258.191568138742
572	699	1517.8469706494
574	564	105.484352359314
574	595	40.1947337193858
575	576	420.179224361523
575	583	72.9198862380868
576	575	420.179224361523
576	543	24.4751459970726
578	568	181.349813778147
579	580	856.431293335608
579	558	22.8617716112142
580	579	856.431293335608
581	582	983.003694616493
581	524	68.7606845353255
582	581	983.003694616493
582	593	85.7633264697141
582	734	869.600206428711
583	575	72.9198862380868
583	699	710.016369634468
586	568	176.750568664624
587	538	490.834240620216
587	638	31.3810239691935
590	562	240.51989687743
590	599	32.8544539329808
592	564	636.137953393529
593	582	85.7633264697141
593	617	102.152943943624
593	887	1154.89689418483
595	596	208.926763705014
595	574	40.1947337193858
596	595	208.926763705014
596	612	245.536851379734
596	647	474.204215972207
598	572	258.191568138742
598	608	23.4060865579637
599	600	64.1844143096141
599	590	32.8544539329808
600	599	64.1844143096141
600	603	28.2869223921531
601	602	105.211525045731
602	601	105.211525045731
602	606	146.810831604015
602	612	204.023363151882
602	626	145.965098021189
603	604	7.70321249851779
603	600	28.2869223921531
604	603	7.70321249851779
604	607	68.9719903200077
604	622	95.1693818391327
606	602	146.810831604015
606	616	105.580607367776
606	630	120.628347199542
607	608	46.4949144782909
607	604	68.9719903200077
607	622	77.2355564258338
608	607	46.4949144782909
608	598	23.4060865579637
612	596	245.536851379734
612	602	204.023363151882
612	626	117.75106589839
616	606	105.580607367776
617	593	102.152943943624
617	639	235.132027620308
617	670	407.466464546309
619	525	1223.28326455786
622	607	77.2355564258338
622	604	95.1693818391327
622	634	166.087526883129
626	612	117.75106589839
626	602	145.965098021189
626	632	162.691034730365
626	646	250.674218282635
630	606	120.628347199542
632	626	162.691034730365
634	622	166.087526883129
634	636	25.1671145877822
635	636	20.2769957741048
635	638	694.851062398456
635	1351	1488.43232645658
636	635	20.2769957741048
636	634	25.1671145877822
638	635	694.851062398456
638	587	31.3810239691935
639	617	235.132027620308
639	662	198.927210940504
639	667	58.3120186504584
641	642	290.858129033668
642	641	290.858129033668
642	644	560.049280848722
642	652	337.927805550098
642	664	47.977013074611
644	642	560.049280848722
646	626	250.674218282635
647	549	750.662515476753
647	596	474.204215972207
647	726	222.889167140953
647	747	173.381225863577
652	642	337.927805550098
652	654	1785.29812612656
652	656	382.965337133296
652	659	14.2507193384863
654	652	1785.29812612656
656	652	382.965337133296
656	658	502.950587422903
656	711	121.743343165185
658	656	502.950587422903
659	652	14.2507193384863
659	674	35.4372566780738
659	696	344.578084203987
662	639	198.927210940504
662	670	84.5035172367102
662	680	58.1904024721429
663	664	283.704984201961
663	677	55.3908778792999
664	663	283.704984201961
664	642	47.977013074611
664	674	331.553272415641
664	684	49.1966934643821
667	639	58.3120186504584
667	680	198.913920176923
667	687	53.2766885381913
670	662	84.5035172367102
670	617	407.466464546309
670	702	82.9346801559155
674	664	331.553272415641
674	659	35.4372566780738
674	690	48.097393849733
677	663	55.3908778792999
677	684	289.538712239458
677	705	45.3716057237004
680	667	198.913920176923
680	662	58.1904024721429
680	694	24.7763198286899
684	677	289.538712239458
684	664	49.1966934643821
684	690	328.427893818096
684	708	45.3381481612882
687	667	53.2766885381913
687	715	198.910275552085
687	738	59.0467004066935
690	684	328.427893818096
690	674	48.097393849733
690	696	342.960297701516
690	722	45.4631990684872
694	680	24.7763198286899
694	702	84.9126757206921
694	715	28.7605148689151
696	690	342.960297701516
696	659	344.578084203987
696	711	56.2821352170811
699	583	710.016369634468
699	572	1517.8469706494
699	1151	768.88603250284
702	694	84.9126757206921
702	670	82.9346801559155
702	720	68.5045504738273
702	752	53.6368953879881
705	677	45.3716057237004
705	708	287.495436867033
705	753	52.8971308599605
708	705	287.495436867033
708	684	45.3381481612882
708	722	325.475694773002
708	762	53.0108957322486
711	696	56.2821352170811
711	656	121.743343165185
711	726	196.822095803478
711	742	20.8324303883656
715	687	198.910275552085
715	694	28.7605148689151
715	766	56.2155786845053
720	702	68.5045504738273
722	708	325.475694773002
722	690	45.4631990684872
722	742	395.257328521465
722	770	53.244126410057
726	647	222.889167140953
726	711	196.822095803478
726	747	141.00607973053
726	841	272.939397025886
727	728	29.0096979665797
727	730	139.67939342847
727	815	146.771944360166
728	727	29.0096979665797
730	727	139.67939342847
734	582	869.600206428711
734	735	1401.09274725102
734	858	305.883736017736
735	734	1401.09274725102
735	460	28.5200407284992
737	738	3.42072525245782
737	803	167.56141678928
737	829	161.053216899917
738	737	3.42072525245782
738	687	59.0467004066935
738	746	41.5266948993178
742	722	395.257328521465
742	711	20.8324303883656
742	780	52.9164939908394
746	738	41.5266948993178
746	760	121.573154064538
746	778	49.3944436199419
747	726	141.00607973053
747	647	173.381225863577
747	815	403.662628203105
752	702	53.6368953879881
752	774	44.943580916557
752	783	42.4552875418232
753	705	52.8971308599605
753	762	288.169144958419
753	785	50.6903223186417
755	570	753.099110319519
755	1161	1082.6592483108
755	1200	711.057478117398
760	746	121.573154064538
760	766	35.8241987208603
760	789	50.4854480898506
762	753	288.169144958419
762	708	53.0108957322486
762	770	322.013323482164
762	794	50.5754420458635
766	760	35.8241987208603
766	715	56.2155786845053
766	774	59.7510397559447
770	762	322.013323482164
770	722	53.244126410057
770	780	396.724963399459
770	798	50.5546336176985
774	766	59.7510397559447
774	752	44.943580916557
774	783	77.8925773183501
778	746	49.3944436199419
778	789	121.581452662285
778	802	45.964944282982
780	770	396.724963399459
780	742	52.9164939908394
780	806	50.7165363657753
783	752	42.4552875418232
783	774	77.8925773183501
785	753	50.6903223186417
785	794	288.422725422626
785	809	49.1924406756662
789	778	121.581452662285
789	760	50.4854480898506
789	811	45.9649899034806
794	785	288.422725422626
794	762	50.5754420458635
794	798	319.111125490294
794	820	49.1115955215994
798	794	319.111125490294
798	770	50.5546336176985
798	806	400.697685162326
798	824	49.3926955100228
802	778	45.964944282982
802	811	121.581078251186
802	837	66.0962381305796
803	737	167.56141678928
803	827	44.557882626033
803	899	262.815621772205
806	798	400.697685162326
806	780	50.7165363657753
806	834	51.3262829066685
809	785	49.1924406756662
809	820	288.63572520071
809	845	53.217695646308
811	802	121.581078251186
811	789	45.9649899034806
811	864	91.9953676080836
815	747	403.662628203105
815	727	146.771944360166
815	943	351.832747223267
820	809	288.63572520071
820	794	49.1115955215994
820	824	325.471732601383
820	848	52.4050133061159
824	820	325.471732601383
824	798	49.3926955100228
824	834	392.853492936152
824	854	51.8318017881626
827	803	44.557882626033
827	829	51.2798889065085
827	909	168.746818427022
829	827	51.2798889065085
829	737	161.053216899917
829	837	45.445088290306
829	917	168.714077331047
834	824	392.853492936152
834	806	51.3262829066685
834	841	20.449215045113
837	829	45.445088290306
837	802	66.0962381305796
837	852	25.8918669101947
841	834	20.449215045113
841	726	272.939397025886
841	860	44.3209829643151
845	809	53.217695646308
845	848	288.855681765476
845	867	49.8466912318747
848	845	288.855681765476
848	820	52.4050133061159
848	854	331.81835827708
848	872	52.4937083787141
852	837	25.8918669101947
852	864	121.602419954743
852	870	46.1013313756815
854	848	331.81835827708
854	824	51.8318017881626
854	860	360.361643663492
854	876	55.4652147625057
858	734	305.883736017736
858	887	76.5426028434428
858	1200	794.499998545557
860	854	360.361643663492
860	841	44.3209829643151
860	884	79.2146470368795
864	852	121.602419954743
864	811	91.9953676080836
864	879	45.9995391556899
867	845	49.8466912318747
867	872	289.048644933027
867	913	108.923477895837
870	852	46.1013313756815
870	879	121.604132187155
870	892	46.0795240729668
872	867	289.048644933027
872	848	52.4937083787141
872	876	330.501794721657
872	893	52.2054591246463
876	872	330.501794721657
876	854	55.4652147625057
876	884	306.544457006373
876	896	49.5959246963704
879	870	121.604132187155
879	864	45.9995391556899
879	901	46.0758403263421
884	876	306.544457006373
884	860	79.2146470368795
884	906	67.5531229935677
887	593	1154.89689418483
887	858	76.5426028434428
887	1455	1597.37754360234
892	870	46.0795240729668
892	901	121.623846274559
892	921	50.5999594207251
893	872	52.2054591246463
893	896	329.356001324016
893	913	251.888113967041
893	925	51.1408692238923
896	893	329.356001324016
896	876	49.5959246963704
896	906	260.541429967094
896	931	50.6939869048854
899	803	262.815621772205
899	909	48.5397525469736
899	965	108.153543036433
901	892	121.623846274559
901	879	46.0758403263421
901	935	50.6000096524089
906	896	260.541429967094
906	884	67.5531229935677
906	939	78.9578811917043
909	899	48.5397525469736
909	827	168.746818427022
909	917	51.0342958366171
909	967	103.633736503545
913	867	108.923477895837
913	893	251.888113967041
913	927	74.7038901435044
913	961	90.2268505635987
917	909	51.0342958366171
917	829	168.714077331047
917	921	45.9668195393383
917	1136	329.192385847621
921	917	45.9668195393383
921	892	50.5999594207251
921	935	121.623433814399
921	976	96.3867089696617
925	893	51.1408692238923
925	927	176.180381840516
925	931	328.178873915663
925	947	51.4957818213374
927	913	74.7038901435044
927	925	176.180381840516
927	945	85.7823169461397
931	925	328.178873915663
931	896	50.6939869048854
931	939	206.337189526307
931	978	74.1050540657063
935	921	121.623433814399
935	901	50.6000096524089
935	954	49.4143822662945
939	931	206.337189526307
939	906	78.9578811917043
939	1067	297.477664223557
943	815	351.832747223267
945	927	85.7823169461397
945	971	101.276661247149
945	1008	85.8230155252436
947	925	51.4957818213374
947	971	29.2518842992208
947	978	330.902436925058
949	950	2855.80009255457
950	949	2855.80009255457
950	951	130.941035879388
950	1186	326.981863861091
951	950	130.941035879388
951	957	111.188711246092
951	982	36.5098960314667
953	954	116.97133871427
954	953	116.97133871427
954	935	49.4143822662945
954	992	46.9686924741935
957	958	34.086185036171
957	951	111.188711246092
957	961	65.5321498076417
957	984	37.5163658205134
958	957	34.086185036171
961	957	65.5321498076417
961	913	90.2268505635987
961	988	37.6576588945888
965	899	108.153543036433
965	967	45.7699865671007
965	1088	311.266616571957
967	965	45.7699865671007
967	909	103.633736503545
967	1005	55.2517969666009
971	945	101.276661247149
971	947	29.2518842992208
971	995	72.6740736173224
971	997	34.9163956416094
976	921	96.3867089696617
976	992	121.642737639053
976	1024	89.8459853953751
978	947	330.902436925058
978	931	74.1050540657063
978	999	32.886293753914
982	951	36.5098960314667
982	984	111.936786140738
982	1012	33.9006818171796
984	982	111.936786140738
984	957	37.5163658205134
984	988	61.7552841804761
984	1014	30.9624494307257
988	984	61.7552841804761
988	961	37.6576588945888
988	1017	64.4151540573837
992	976	121.642737639053
992	954	46.9686924741935
992	1050	89.8423444441618
995	971	72.6740736173224
995	999	260.773795102454
995	1025	266.447188048045
997	971	34.9163956416094
997	1004	51.3469839131158
997	1044	88.8461385238065
999	995	260.773795102454
999	978	32.886293753914
999	1025	55.5095429143106
1004	997	51.3469839131158
1004	1008	52.6254037782617
1004	1036	57.6677679488779
1005	967	55.2517969666009
1005	1039	58.7940171797992
1005	1089	268.074589615069
1008	945	85.8230155252436
1008	1004	52.6254037782617
1008	1036	96.1130690665638
1012	982	33.9006818171796
1012	1014	110.664099922936
1012	1030	43.1935179453468
1014	1012	110.664099922936
1014	984	30.9624494307257
1014	1019	35.5758082005879
1017	988	64.4151540573837
1017	1019	55.4491351324378
1017	1041	21.1518012025954
1019	1014	35.5758082005879
1019	1017	55.4491351324378
1019	1030	109.495146152957
1019	1055	37.2389669645956
1024	976	89.8459853953751
1024	1050	121.662094617655
1024	1064	47.0595639975579
1025	995	266.447188048045
1025	999	55.5095429143106
1025	1067	51.7721793950509
1029	1030	34.8548253108563
1030	1029	34.8548253108563
1030	1012	43.1935179453468
1030	1019	109.495146152957
1030	1060	37.3763446916355
1036	1008	96.1130690665638
1036	1004	57.6677679488779
1036	1044	95.4708709851775
1036	1118	103.236186253993
1039	1005	58.7940171797992
1039	1075	53.7625087979257
1039	1101	176.196586716383
1041	1017	21.1518012025954
1041	1053	17.7134144737391
1041	1072	180.972437076131
1044	1036	95.4708709851775
1044	997	88.8461385238065
1044	1221	236.288449481983
1047	1048	1527.21155957552
1048	1047	1527.21155957552
1048	1226	370.571575418523
1048	1296	615.836141195419
1050	1024	121.662094617655
1050	992	89.8423444441618
1050	1084	47.0577461562208
1053	1041	17.7134144737391
1053	1055	55.4762095307005
1053	1065	13.7978835637607
1055	1019	37.2389669645956
1055	1053	55.4762095307005
1055	1060	108.231450554844
1055	1079	35.064626328711
1060	1030	37.3763446916355
1060	1055	108.231450554844
1060	1078	28.4139315098463
1064	1024	47.0595639975579
1064	1084	121.671755620015
1064	1096	44.8611582191176
1065	1053	13.7978835637607
1065	1072	151.631298061081
1065	1093	37.5895041034989
1067	1025	51.7721793950509
1067	939	297.477664223557
1067	1221	292.158149446747
1067	1361	547.193149730009
1072	1065	151.631298061081
1072	1041	180.972437076131
1072	1098	36.9735341142502
1075	1039	53.7625087979257
1075	1113	95.2474230248309
1075	1129	56.8992482175434
1078	1060	28.4139315098463
1078	1079	106.217740037563
1078	1110	36.9092452503944
1079	1078	106.217740037563
1079	1055	35.064626328711
1079	1107	34.2996343941499
1084	1064	121.671755620015
1084	1050	47.0577461562208
1084	1122	44.577491048259
1088	965	311.266616571957
1088	1089	58.4957411641066
1088	1134	57.5925555052243
1089	1088	58.4957411641066
1089	1005	268.074589615069
1089	1101	58.9909055102632
1089	1233	270.751230519524
1093	1065	37.5895041034989
1093	1098	150.463883435154
1093	1125	32.9089308767665
1096	1064	44.8611582191176
1096	1122	121.682129884214
1096	1140	51.840033792818
1098	1093	150.463883435154
1098	1072	36.9735341142502
1098	1105	5.86890754521259
1101	1089	58.9909055102632
1101	1039	176.196586716383
1101	1113	51.1718252030189
1101	1216	177.120451570106
1105	1098	5.86890754521259
1105	1118	77.1143281016923
1105	1127	18.7609171560369
1107	1079	34.2996343941499
